Course Code,Division,AA,AB,AP,AU,BB,BC,CC,CD,DD,FF,FR,II,NP,PP,Total
GP 519,Main,4.0,6.0,,,7.0,,,,,,,,,,17
GP 521,Main,6.0,10.0,,,1.0,,,,,,,,,,17
GP 523,Main,,,,,,,,,,,,,,17.0,17
GP 525,Main,2.0,3.0,,,,,,,,,,,,,5
GS 407,Main,1.0,13.0,,,5.0,13.0,5.0,,,,,,,,37
GS 413,Main,2.0,15.0,,,8.0,9.0,3.0,,,,,,,,37
GS 415,Main,11.0,9.0,,,5.0,5.0,6.0,,1.0,,,,,,37
GS 421,Main,7.0,20.0,,,7.0,3.0,,,,,,,,,37
GS 433,Main,18.0,12.0,,,7.0,,,,,,,,,,37
GS 435,Main,13.0,16.0,,,6.0,1.0,1.0,,,,,,,,37
GS 507,Main,13.0,11.0,,,13.0,10.0,8.0,3.0,,,,,,,58
GS 517,Main,8.0,4.0,,,1.0,7.0,9.0,7.0,4.0,,,,,,40
GS 519,Main,7.0,12.0,,,14.0,7.0,,,,,,,,,40
GS 527,Main,6.0,16.0,,,15.0,2.0,1.0,,,,,,,,40
GS 535,Main,13.0,13.0,,,11.0,3.0,5.0,,,,,,,,45
GS 537,Main,2.0,7.0,,,8.0,2.0,14.0,4.0,5.0,,1.0,,,,43
GS 539,Main,12.0,16.0,,,8.0,4.0,,,,,,,,,40
GS 541,Main,11.0,12.0,,,10.0,7.0,,,,,,,,,40
GS 543,Main,7.0,27.0,,,28.0,9.0,,,,,1.0,,,,72
GS 551,Main,,,,,,,,,,,,,1.0,39.0,40
GS 647,Main,3.0,3.0,,,,1.0,,2.0,,,,,,,9
GS 663,Main,3.0,4.0,,,3.0,1.0,,,,,,,,,11
GS 671,Main,,2.0,,,2.0,2.0,1.0,3.0,2.0,,,,,,12
GS 673,Main,2.0,7.0,,,8.0,2.0,,,,,,,,,19
GS 675,Main,4.0,14.0,,,7.0,9.0,2.0,,,,,,,,36
GS 679,Main,13.0,6.0,,,4.0,3.0,,,,,,,,,26
GS 686,Main,8.0,5.0,,,2.0,,,,,,,,,,15
GS 687,Main,14.0,,,,,,,,,,,,,,14
GS 688,Main,13.0,2.0,,,4.0,,,,,,,,,,19
GS 694,Main,8.0,13.0,,,7.0,,,,,,,,,,28
GS 701,Main,6.0,9.0,,,5.0,3.0,,,,,,,,,23
GS 709,Main,17.0,3.0,,3.0,2.0,,,,,,,1.0,,,26
GS 814,Main,2.0,2.0,,,1.0,,,,,,,,,,5
GS 815,Main,1.0,1.0,,,2.0,,,,,,,,,,4
GS 831,Main,2.0,5.0,,,,,1.0,,,,,1.0,,,9
GS 859,Main,1.0,2.0,,,,,,,,,1.0,,,,4
GS 899,Main,,,,,,,,,,,,,1.0,50.0,51
GSS801,Main,7.0,15.0,,,2.0,1.0,,,,,,,,,25
HS 109,S1,5.0,12.0,,,29.0,9.0,3.0,3.0,2.0,,,,,,63
HS 109,S2,17.0,35.0,1.0,,36.0,51.0,2.0,7.0,1.0,,,,,,150
HS 250,Main,,,,,,,,,,,,,17.0,1105.0,1122
HS 404,Main,14.0,12.0,,,8.0,8.0,4.0,,,1.0,,,,,47
HS 408,Main,6.0,9.0,,1.0,7.0,4.0,1.0,2.0,1.0,,1.0,,,,32
HS 436,Main,19.0,35.0,1.0,1.0,27.0,25.0,10.0,6.0,,,1.0,,,,125
HS 448,Main,7.0,10.0,,1.0,6.0,10.0,4.0,5.0,,,,,,,43
HS 449,Main,,34.0,,1.0,53.0,30.0,8.0,2.0,2.0,,4.0,,,,134
HS 459,Main,4.0,11.0,,,8.0,6.0,,2.0,1.0,,,,,,32
HS 459,M,3.0,3.0,,,2.0,2.0,3.0,,,,,,,,13
HS 467,Main,8.0,12.0,,1.0,18.0,16.0,7.0,3.0,,,4.0,,,,69
HS 471,Main,10.0,12.0,,2.0,11.0,4.0,,,,,,,,,39
HS 472,Main,12.0,22.0,,1.0,18.0,7.0,2.0,,,,,,,,62
HS 491,Main,15.0,9.0,,1.0,11.0,9.0,8.0,13.0,7.0,6.0,,,,,79
HS 498,Main,5.0,5.0,,,10.0,9.0,9.0,6.0,2.0,2.0,,,,,48
HS 499,Main,3.0,14.0,,,6.0,8.0,2.0,,1.0,,1.0,,,,35
HS 501,Main,1.0,2.0,,,3.0,2.0,,,,,,,,,8
HS 503,Main,1.0,3.0,,,4.0,,,,,,,,,,8
HS 505,Main,3.0,1.0,,,3.0,1.0,,,,,,,,,8
HS 551,Main,4.0,3.0,,,5.0,5.0,2.0,,,,,,,,19
HS 597,Main,3.0,3.0,,,2.0,,,,,,,,,,8
HS 599,Main,1.0,2.0,,,1.0,,,,,,,,,,4
HS 623,Main,6.0,10.0,,2.0,11.0,3.0,,,,,,,,,32
HS 626,Main,7.0,8.0,,2.0,1.0,1.0,,,,1.0,,,,,20
HS 636,Main,5.0,5.0,,2.0,7.0,3.0,8.0,3.0,3.0,2.0,3.0,,,,41
HS 637,Main,2.0,1.0,,1.0,2.0,,,,,,,,,,6
HS 642,Main,9.0,10.0,,1.0,10.0,12.0,3.0,4.0,1.0,,1.0,,,,51
HS 644,Main,4.0,12.0,,,7.0,5.0,,,1.0,,1.0,,,,30
HS 646,Main,,5.0,,,4.0,3.0,,1.0,,,,,,,13
HS 647,Main,7.0,5.0,,,2.0,1.0,,1.0,,,,,,,16
HS 652,Main,3.0,4.0,,,6.0,1.0,1.0,,,,,,,,15
HS 653,Main,7.0,4.0,,,5.0,1.0,,1.0,,,,,,,18
HS 660,Main,2.0,2.0,,,1.0,,,,,,,,,,5
HS 665,Main,2.0,3.0,,,,1.0,1.0,,,,,,,,7
HS 673,Main,2.0,2.0,,,3.0,2.0,1.0,,,,,,,,10
HS 676,Main,8.0,23.0,1.0,1.0,20.0,15.0,4.0,2.0,2.0,,,,,,76
HS 703,Main,2.0,1.0,,,2.0,,1.0,,,,,,,,6
HS 711,Main,2.0,6.0,,2.0,10.0,8.0,5.0,4.0,,1.0,,,,,38
HS 712,Main,4.0,3.0,,,,,,,,,,,,,7
HS 716,Main,4.0,6.0,,,2.0,2.0,1.0,,,,,,,,15
HS 800,Main,3.0,4.0,,,1.0,,,,,,,,,,8
HS 802,Main,,2.0,,2.0,,,,,,,,,,,4
HS 803,Main,2.0,3.0,,,1.0,,,,,,,,,,6
HS 841,Main,1.0,1.0,,1.0,,,,,,,,,,,3
HS 849,Main,,5.0,,2.0,,,,,,,,,,,7
HS 865,Main,,,,,,,1.0,,1.0,,1.0,,,,3
HS 866,Main,2.0,1.0,,2.0,1.0,,,,,,,,,,6
HS 899,Main,,,,,,,,,,,,,,25.0,25
HSS801,Main,8.0,,,,,,,,,,,,,,8
DE 101,Main,4.0,29.0,,,4.0,,,,,,,,,,37
DE 109,S1,61.0,68.0,,,16.0,4.0,,,,,1.0,,,,150
DE 109,S2,37.0,94.0,,,14.0,5.0,,,,,,,,,150
DE 115,Main,1.0,2.0,,,22.0,8.0,4.0,,,,,,,,37
DE 117,Main,5.0,12.0,,,12.0,6.0,1.0,1.0,,,,,,,37
DE 119,Main,14.0,23.0,,,,,,,,,,,,,37
DE 139,Main,15.0,22.0,,1.0,,,,,,,,,,,38
DE 191,Main,8.0,13.0,,,16.0,,,,,,,,,,37
DE 201,Main,10.0,22.0,,,3.0,,,,1.0,,1.0,,,,37
DE 203,Main,23.0,12.0,,,,1.0,,,,,2.0,,,,38
DE 207,Main,,6.0,,,13.0,4.0,1.0,1.0,,,2.0,,,,27
DE 209,Main,7.0,8.0,,,11.0,1.0,,,,,1.0,,,,28
DE 215,Main,9.0,8.0,,,6.0,3.0,,,,,,,,,26
DE 216,Main,5.0,19.0,,,32.0,30.0,33.0,16.0,8.0,,7.0,,,,150
DE 221,Main,21.0,9.0,,,4.0,,1.0,,,,,,,,35
DE 224,Main,6.0,7.0,,,9.0,2.0,3.0,,,,,,,,27
DE 231,Main,11.0,14.0,,,4.0,3.0,3.0,,,,,,,,35
DE 301,Main,10.0,6.0,,,5.0,4.0,,4.0,1.0,,,,,,30
DE 302,Main,,,,,2.0,1.0,,,,,,,,,3
DE 303,Main,1.0,5.0,,1.0,12.0,4.0,,1.0,,,,,,,24
DE 307,Main,1.0,2.0,,,2.0,1.0,,,,,,,,,6
DE 317,Main,,3.0,,,,,,,,,,,,,3
DE 319,Main,3.0,10.0,,,28.0,6.0,1.0,,1.0,,,,,,49
DE 320,Main,,,,,,1.0,2.0,,,,,,,,3
DE 323,Main,9.0,2.0,,,,,,,,,,,,,11
DE 328,Main,11.0,14.0,,,2.0,2.0,,,,,,,,,29
DE 331,Main,,6.0,,,5.0,1.0,1.0,1.0,,,,,,,14
DE 334,Main,46.0,29.0,2.0,,9.0,3.0,,,,,3.0,,,,92
DE 335,Main,20.0,31.0,,,1.0,,,,,,,,,,52
DE 337,Main,,6.0,,,3.0,3.0,1.0,,,,1.0,,,,14
DE 340,Main,27.0,35.0,,2.0,28.0,6.0,1.0,,1.0,,,,,,100
DE 341,Main,5.0,42.0,,1.0,16.0,4.0,2.0,1.0,,,2.0,,,,73
DE 343,Main,9.0,47.0,,1.0,28.0,6.0,,1.0,,,,,,,92
DE 346,Main,14.0,31.0,,1.0,59.0,26.0,12.0,6.0,5.0,,7.0,3.0,,,164
DE 347,Main,40.0,10.0,,,3.0,1.0,,2.0,2.0,,,,,,58
DE 348,Main,55.0,30.0,,,8.0,3.0,,,,,,,,,96
DE 349,Main,70.0,3.0,2.0,1.0,,,1.0,,2.0,,,,,,79
DE 351,Main,8.0,11.0,,,13.0,5.0,,,,,,,,,37
DE 353,Main,16.0,15.0,,,7.0,4.0,1.0,,,,,,,,43
DE 405,Main,2.0,5.0,,1.0,,,,,,,,1.0,,,9
DE 417,Main,2.0,1.0,,,1.0,1.0,,,,,,,,,5
DE 419,Main,7.0,20.0,,,3.0,,,,,,,,,,30
DE 431,Main,3.0,30.0,,,,,,,,2.0,,,,,35
DE 601,Main,1.0,5.0,,1.0,5.0,,,,,,,,,,12
DE 603,Main,,7.0,,,8.0,,,,,,,,,,15
DE 605,Main,8.0,5.0,,,2.0,1.0,,,,,,,,,16
DE 607,Main,2.0,11.0,,,3.0,,,,,,,,,,16
DE 609,Main,3.0,3.0,,,6.0,2.0,2.0,,,,,,,,16
DE 610,Main,2.0,9.0,,,4.0,,,,,,,,,,15
DE6101,Main,,13.0,,1.0,21.0,3.0,,,,,,,,,38
DE6103,Main,85.0,6.0,,,4.0,1.0,,,,,,,,,96
DE 611,Main,9.0,3.0,,,2.0,2.0,,,,,,,,,16
DE 613,Main,7.0,5.0,,,4.0,4.0,4.0,1.0,,,,,,,25
DE 615,Main,1.0,8.0,,,5.0,,,,,,,,,,14
DE 617,Main,1.0,9.0,,,,4.0,,,,,,,,,14
DE 619,Main,2.0,10.0,,,2.0,,,,,,,,,,14
DE 621,Main,6.0,8.0,,,,,,,,,,,,,14
DE 623,Main,1.0,2.0,,,9.0,2.0,,,,,,,,,14
DE 625,Main,,4.0,,,8.0,2.0,,,,,,,,,14
DE 627,Main,7.0,10.0,,,13.0,7.0,6.0,15.0,6.0,,,,,,64
DE 630,Main,4.0,4.0,,,4.0,,,,,,,,,,12
DE 641,Main,3.0,6.0,,,4.0,,,,,,,,,,13
DE 643,Main,4.0,3.0,,,2.0,,1.0,,1.0,,,,,,11
DE 645,Main,2.0,4.0,,,5.0,,,,,,,,,,11
DE 647,Main,2.0,6.0,,,3.0,,,,,,,,,,11
DE 649,Main,1.0,4.0,,,5.0,1.0,,,,,,,,,11
DE 651,Main,2.0,6.0,,,3.0,,,,,,,,,,11
DE 653,Main,6.0,6.0,,,,,,,,,,,,,12
DE 657,Main,,4.0,,,6.0,1.0,,,,,,,,,11
DE 659,Main,2.0,2.0,,,3.0,4.0,,,,,,,,,11
DE 661,Main,4.0,3.0,,,4.0,,,,,,,,,,11
DE 663,Main,3.0,12.0,,,1.0,,,,,,,,,,16
DE 665,Main,3.0,3.0,,,5.0,,,,,,,,,,11
DE 668,Main,6.0,8.0,,,3.0,,,,,,,,,,17
DE 675,Main,3.0,5.0,,,1.0,2.0,,,,,,,,,11
DE 677,Main,3.0,10.0,,,,,,,,,,,,,13
DE 679,Main,7.0,3.0,,,,,,,,,,,,,10
DE 687,Main,,2.0,,,1.0,,,,,,,,,,3
DE 688,Main,14.0,,,,,,,,,,,,,,14
DE 692,Main,5.0,21.0,,,,,,,,,,,,,26
DE 698,Main,,9.0,,,3.0,,,,,,,,,,12
DE 699,Main,1.0,3.0,,,3.0,3.0,,,,,,,,,10
DE 701,Main,5.0,12.0,,,,,,,,,,,,,17
DE 705,Main,5.0,11.0,,1.0,4.0,5.0,3.0,,,,,,,,29
DE 708,Main,3.0,4.0,,,5.0,,,,,,,,,,12
DE 709,Main,4.0,6.0,,,1.0,,1.0,,,,,,,,12
DE 710,Main,3.0,6.0,,,3.0,,,,,,,,,,12
DE 711,Main,3.0,3.0,,,5.0,1.0,,,,,,,,,12
DE 713,Main,6.0,4.0,,,2.0,,,,,,,,,,12
DE 714,Main,1.0,5.0,,,6.0,1.0,,,,,1.0,,,,14
DE 718,Main,11.0,3.0,,,,,,,,,,,,,14
DE 720,Main,8.0,8.0,,,4.0,,,,,,,,,,20
DE 721,Main,4.0,2.0,,,4.0,1.0,1.0,,,,,,,,12
DE 733,Main,,6.0,,,5.0,,,,,,,,,,11
DE 801,Main,2.0,3.0,,,2.0,,,,,,,,,,7
DE 802,Main,2.0,,,,,,,,,,,,,,2
DE 803,Main,6.0,13.0,,,13.0,3.0,1.0,1.0,,,1.0,,,,38
DE 804,Main,4.0,13.0,,3.0,26.0,20.0,3.0,,,,1.0,,,,70
DE 899,Main,,,,,,,,,,,,,2.0,11.0,13
DEP102,Main,,,,,,,,,,,,,,36.0,36
DEP301,Main,2.0,9.0,,,12.0,7.0,6.0,,,,1.0,,,,37
DEP405,Main,6.0,12.0,,,5.0,6.0,3.0,1.0,,1.0,4.0,,,,38
DEP408,Main,,1.0,,,,,,,,,1.0,,,,2
DEP501,Main,,3.0,,,2.0,4.0,,,,,,,,,9
DEP701,Main,23.0,13.0,,,14.0,,,,3.0,,1.0,,,,54
DEP702,Main,6.0,29.0,,,22.0,2.0,4.0,,1.0,,1.0,1.0,,,66
DEP703,Main,,1.0,,,,1.0,,,,,1.0,,,,3
DEP704,Main,1.0,2.0,,,3.0,,,,,,,,,,6
DEP706,Main,2.0,1.0,,,2.0,,,,,,,1.0,,,6
IE 101,Main,15.0,11.0,,,8.0,5.0,,,,,,,,,39
IE 203,Main,8.0,8.0,,,12.0,6.0,9.0,1.0,1.0,,,,,,45
IE 205,Main,32.0,8.0,,,,,,,,,,,,,40
IE 207,Main,6.0,8.0,,,12.0,8.0,6.0,,,,,,,,40
IE 209,Main,6.0,10.0,,,15.0,7.0,1.0,1.0,,,,,,,40
IE 211,Main,11.0,28.0,,,7.0,,,,,,,,,,46
IE 401,Main,4.0,9.0,,,6.0,14.0,2.0,,,,1.0,1.0,,,37
IE 501,Main,1.0,1.0,,,5.0,4.0,2.0,,,,,,,,13
IE 503,Main,17.0,10.0,,,44.0,41.0,19.0,8.0,2.0,,2.0,,,,143
IE 507,Main,10.0,29.0,,,14.0,10.0,,,,,1.0,,,,64
IE 509,Main,3.0,9.0,,,1.0,,,,,,,,,,13
IE 609,Main,1.0,6.0,,,14.0,24.0,17.0,4.0,1.0,,1.0,,,,68
IE 621,S1,,2.0,,,13.0,13.0,22.0,12.0,5.0,,1.0,,,,68
IE 621,S2,4.0,13.0,,,14.0,15.0,11.0,2.0,1.0,,,,,,60
IE 630,Main,17.0,26.0,,,21.0,14.0,11.0,4.0,,,,2.0,,,95
IE 643,Main,7.0,13.0,1.0,,16.0,14.0,3.0,3.0,2.0,,7.0,,,,66
IE 685,Main,4.0,2.0,,,4.0,2.0,1.0,,,,,,,,13
IE 688,Main,2.0,2.0,,,,,,,,,,,,,4
IE 708,Main,1.0,2.0,,3.0,2.0,2.0,5.0,1.0,1.0,,4.0,,,,21
IE 711,Main,1.0,4.0,,1.0,2.0,,1.0,,,,1.0,,,,10
IE 718,Main,3.0,1.0,,,1.0,,1.0,,,,,,,,6
IE 802,Main,6.0,,,,,,1.0,,,,,,,,7
IES801,Main,4.0,8.0,,,1.0,,1.0,,,,,,,,14
LE 105,Main,14.0,15.0,,,9.0,5.0,,,,,,2.0,,,45
LE 301,Main,5.0,6.0,,,1.0,,,,,,,3.0,,,15
LE 303,Main,5.0,5.0,,,1.0,,,,,,1.0,,,,12
MA 105,D1,11.0,21.0,1.0,,38.0,99.0,65.0,63.0,64.0,2.0,,2.0,,,366
MA 105,D2,75.0,41.0,3.0,,49.0,68.0,54.0,27.0,25.0,2.0,,1.0,,,345
MA 105,D3,15.0,17.0,1.0,,46.0,74.0,64.0,48.0,48.0,1.0,,1.0,,,315
MA 105,D4,36.0,39.0,1.0,,58.0,76.0,53.0,46.0,34.0,3.0,,1.0,,,347
MA 109,D1,,,,,1.0,,,3.0,1.0,1.0,,,,,6
MA 109,D2,,,,,,,,,1.0,,,,,,1
MA 109,D3,,,,,,2.0,,,,,2.0,,,,4
MA 109,D4,,,,,,,1.0,1.0,1.0,2.0,,1.0,,,6
MA 109,S2,,,,,,,,,,,,,,,6
MA 111,D1,,,,,,,,,2.0,,,,,,2
MA 111,D2,,,,,,,1.0,,1.0,,,5.0,,,7
MA 111,D3,,,,,,,,,1.0,,,,,,1
MA 111,D4,,,,,,,,,,1.0,,3.0,,,4
MA 111,S2,,,,,,,,,,,,,,,4
MA 111,S3,,,,,,,,,1.0,,,,,,1
MA 113,Main,3.0,2.0,,,3.0,5.0,2.0,1.0,1.0,4.0,,,,,21
MA 401,Main,9.0,6.0,,,8.0,9.0,8.0,5.0,4.0,,1.0,1.0,,,51
MA 403,Main,4.0,10.0,,,8.0,14.0,8.0,3.0,4.0,,,2.0,,,53
MA 403,M,1.0,4.0,,,3.0,2.0,5.0,2.0,2.0,,,,,,19
MA 417,Main,9.0,16.0,1.0,,18.0,5.0,6.0,1.0,1.0,,3.0,1.0,,,61
MA 419,Main,3.0,9.0,1.0,,4.0,3.0,6.0,7.0,10.0,,11.0,,,,54
MA 419,M,1.0,5.0,,,4.0,1.0,3.0,,,,1.0,1.0,,,16
MA 450,Main,1.0,,,,,,,,,,,,,,1
MA5001,Main,7.0,12.0,1.0,2.0,6.0,5.0,9.0,3.0,5.0,,2.0,1.0,,,53
MA 503,Main,2.0,7.0,1.0,1.0,9.0,9.0,10.0,5.0,8.0,,4.0,,,,56
MA5101,Main,3.0,,,1.0,1.0,4.0,1.0,,1.0,,,,,,11
MA5102,Main,1.0,4.0,,,2.0,3.0,5.0,,,,,,,,15
MA5105,Main,2.0,1.0,,,,,,,,,1.0,,,,4
MA5112,Main,1.0,1.0,,1.0,,2.0,3.0,2.0,,,,,,,10
MA 515,Main,5.0,3.0,,,14.0,9.0,10.0,10.0,4.0,,2.0,,,,57
MA 521,Main,2.0,4.0,,,3.0,2.0,,1.0,,,,,,,12
MA 523,Main,6.0,2.0,,1.0,8.0,11.0,7.0,,,,,1.0,,,36
MA 538,Main,,,,,7.0,,,,,,1.0,,,,8
MA 556,Main,1.0,1.0,,1.0,5.0,4.0,4.0,3.0,1.0,,1.0,,,,21
MA 581,Main,,2.0,,1.0,,2.0,1.0,,,,1.0,,,,7
MA 589,Main,3.0,,,,,,,,,,,,,,3
MA 593,Main,6.0,2.0,,,,,,,,,,1.0,,,9
MA 811,Main,3.0,3.0,,,2.0,,,,,,,,,,8
MA 813,Main,3.0,3.0,,,,,,,,,,,,,6
MA 815,Main,2.0,,,1.0,,,,,,,,,,,3
MA 817,Main,1.0,4.0,,,,,,,,,,,,,5
MA 823,Main,,,,,,,,2.0,1.0,,,,,,3
MA 839,Main,4.0,,,,,,,,,,,,,,4
MA 843,Main,3.0,,,,1.0,1.0,,,1.0,,,,,,6
MA 859,Main,6.0,,,,,,,,,,,,,,6
MA 861,Main,15.0,,,,,,,,,,,,,,15
MA 863,Main,1.0,1.0,,,1.0,,,,,,,,,,3
MA 899,Main,,,,,,,,,,,,,,13.0,13
MAS801,Main,6.0,3.0,,,,,1.0,,,,,1.0,,,11
SI 419,Main,13.0,6.0,,,5.0,7.0,11.0,12.0,10.0,1.0,,,,,65
SI 423,Main,8.0,12.0,,,11.0,8.0,5.0,,6.0,,,,,,50
SI 424,M,3.0,2.0,,,2.0,,1.0,,,,1.0,,,,9
SI 427,M,16.0,1.0,,,2.0,,,,,,,,,,19
SI 427,S1,8.0,5.0,,1.0,10.0,14.0,6.0,1.0,5.0,1.0,1.0,,,,52
SI 427,S2,2.0,7.0,,,6.0,11.0,12.0,11.0,8.0,1.0,,1.0,,,59
SI 429,Main,4.0,8.0,,,12.0,3.0,1.0,12.0,5.0,,,,,,45
SI 431,Main,3.0,4.0,,,10.0,9.0,11.0,6.0,2.0,,,,,,45
SI 503,Main,6.0,4.0,,,7.0,18.0,6.0,4.0,3.0,,3.0,,,,51
SI 505,Main,2.0,,,1.0,5.0,13.0,21.0,5.0,1.0,,,2.0,,,50
SI 507,Main,15.0,43.0,,,7.0,13.0,,2.0,1.0,,2.0,,,,83
SI 543,Main,5.0,9.0,1.0,,6.0,13.0,12.0,6.0,3.0,,,,,,55
SI 593,Main,6.0,3.0,,,1.0,,,,,,,,,,10
ME 103,Main,23.0,48.0,,,74.0,69.0,15.0,5.0,3.0,,,1.0,,,238
ME 221,S1,13.0,21.0,,,18.0,12.0,14.0,12.0,5.0,,8.0,,,,103
ME 221,S2,13.0,19.0,,,18.0,32.0,8.0,3.0,5.0,,5.0,,,,103
ME 223,S1,7.0,7.0,1.0,,10.0,11.0,4.0,13.0,6.0,7.0,,,,,66
ME 223,S2,5.0,10.0,,,15.0,8.0,15.0,5.0,5.0,,5.0,,,,68
ME 223,S3,10.0,15.0,,,16.0,6.0,10.0,7.0,5.0,,3.0,,,,72
ME 225,Main,,,,,,,,,,,1.0,,,,1
ME 225,S1,8.0,12.0,1.0,,15.0,12.0,4.0,4.0,4.0,,1.0,2.0,,,63
ME 225,S2,9.0,10.0,1.0,,13.0,12.0,9.0,5.0,6.0,,2.0,1.0,,,68
ME 225,S3,9.0,12.0,,,19.0,5.0,13.0,6.0,2.0,,,,,,66
ME 319,S1,16.0,19.0,1.0,1.0,21.0,12.0,13.0,10.0,7.0,,4.0,,,,104
ME 319,S2,10.0,16.0,1.0,,17.0,19.0,15.0,6.0,7.0,,4.0,1.0,,,96
ME 323,S1,7.0,10.0,,,23.0,12.0,6.0,4.0,6.0,,,1.0,,,69
ME 323,S2,6.0,11.0,,,22.0,14.0,5.0,3.0,2.0,,1.0,,,,64
ME 323,S3,9.0,16.0,,,12.0,15.0,7.0,3.0,2.0,,2.0,,,,66
ME 346,S1,7.0,8.0,,,10.0,27.0,11.0,1.0,2.0,,4.0,,,,70
ME 346,S2,6.0,7.0,1.0,,13.0,16.0,8.0,5.0,6.0,,9.0,,,,71
ME 346,S3,8.0,9.0,1.0,,15.0,12.0,12.0,6.0,7.0,2.0,2.0,,,,74
ME 374,S1,39.0,55.0,,,4.0,1.0,,,,,2.0,,,,101
ME 374,S2,35.0,56.0,,,4.0,2.0,,,,,,,,,97
ME 415,Main,1.0,4.0,,1.0,3.0,2.0,1.0,1.0,2.0,,,,,,15
ME 494,Main,17.0,7.0,,,4.0,,1.0,,,,,,,,29
ME 601,Main,2.0,2.0,,1.0,6.0,12.0,16.0,13.0,12.0,7.0,2.0,,,,73
ME6102,Main,11.0,11.0,,2.0,9.0,3.0,6.0,1.0,2.0,,,,,,45
ME6107,Main,2.0,7.0,,,4.0,,,,,,1.0,,,,14
ME6110,Main,7.0,9.0,,,10.0,6.0,5.0,13.0,10.0,,5.0,,,,65
ME6119,Main,9.0,9.0,,,6.0,5.0,3.0,5.0,5.0,,2.0,,,,44
ME 613,Main,9.0,21.0,,4.0,34.0,26.0,11.0,5.0,,,3.0,,,,113
ME 617,Main,5.0,11.0,,,3.0,3.0,,,,,,,,,22
ME 623,Main,7.0,6.0,,1.0,3.0,,2.0,1.0,,,,,,,20
ME 651,Main,8.0,4.0,,2.0,8.0,18.0,4.0,8.0,,,4.0,,,,56
ME 661,Main,3.0,2.0,,,2.0,4.0,1.0,1.0,,,,,,,13
ME 662,Main,1.0,1.0,,2.0,5.0,1.0,1.0,,2.0,,1.0,,,,14
ME 663,Main,5.0,14.0,,,22.0,10.0,4.0,1.0,2.0,,1.0,,,,59
ME 673,S1,4.0,13.0,,,15.0,14.0,16.0,11.0,7.0,,2.0,,,,82
ME 673,S2,10.0,16.0,,,17.0,15.0,12.0,12.0,7.0,,4.0,,,,93
ME 691,Main,5.0,,,,,1.0,,,,,1.0,,,,7
ME 704,Main,9.0,16.0,,4.0,30.0,18.0,11.0,4.0,1.0,,1.0,,,,94
ME 724,Main,4.0,2.0,,1.0,7.0,8.0,5.0,3.0,,,2.0,,,,32
ME 751,Main,2.0,2.0,,1.0,,1.0,,1.0,,,2.0,,,,9
ME 756,Main,2.0,4.0,,,6.0,2.0,3.0,4.0,2.0,,,,,,23
ME 757,Main,2.0,1.0,,4.0,1.0,3.0,5.0,,,,3.0,,,,19
ME 778,Main,3.0,4.0,,1.0,4.0,2.0,,5.0,4.0,,5.0,,,,28
ME 779,Main,10.0,5.0,,,13.0,5.0,1.0,2.0,3.0,,,,,,39
ME 781,Main,30.0,39.0,,9.0,62.0,39.0,30.0,25.0,20.0,,3.0,,,,257
ME 782,Main,12.0,15.0,,,21.0,18.0,9.0,1.0,4.0,,3.0,,,,83
ME 785,Main,3.0,3.0,,,7.0,4.0,3.0,3.0,1.0,,2.0,,,,26
ME 786,Main,2.0,6.0,,,7.0,2.0,1.0,1.0,2.0,,1.0,,,,22
ME 787,Main,3.0,12.0,,,5.0,5.0,3.0,,,,,,,,28
ME 788,Main,1.0,2.0,,,,4.0,1.0,,,,,,,,8
MES801,Main,9.0,8.0,,,2.0,,,,,,,,,,19
MS 101,P1,,19.0,,,36.0,12.0,2.0,1.0,1.0,,,,,,71
MS 101,P10,1.0,31.0,,,25.0,6.0,2.0,1.0,1.0,,,,,,67
MS 101,P2,3.0,35.0,,,39.0,3.0,1.0,,,,,,,,81
MS 101,P3,3.0,32.0,,,40.0,9.0,,,,,,,,,84
MS 101,P4,,30.0,,,34.0,14.0,3.0,4.0,1.0,,,,,,86
MS 101,P7,52.0,26.0,1.0,,6.0,,1.0,,,,,,,,86
MS 101,P8,45.0,33.0,,,5.0,2.0,1.0,1.0,,,,,,,87
MS 101,P9,18.0,30.0,,,28.0,6.0,1.0,,,,,,,,83
IWE701,Main,,,,,,,,,,,,,,,11
IWE707,Main,9.0,,,,29.0,,5.0,,,,,,,,43
IWE708,Main,10.0,,,,32.0,,1.0,,,,,,,,43
IWE709,Main,19.0,,,,25.0,,,,,,,,,,44
IWE710,Main,,,,,,,,,,,,,,,7
IWE713,Main,,,,,,,,,,,,,,,5
MG 401,Main,,,,,1.0,,,,,,,,,,1
MG 401,M,1.0,7.0,,,16.0,10.0,3.0,,,,,,,,37
MG 402,M,3.0,7.0,,,6.0,7.0,5.0,3.0,7.0,,,,,,38
MG 403,M,4.0,3.0,,,4.0,8.0,5.0,5.0,2.0,,,,,,31
MGS801,Main,5.0,3.0,,,1.0,1.0,,,1.0,,,,,,11
MGS802,Main,3.0,1.0,,,,,,,,,,,,,4
SOM101,S1,23.0,44.0,,,61.0,20.0,1.0,,,,,,,,149
SOM101,S2,15.0,24.0,,,45.0,32.0,15.0,16.0,,,,,,,147
SOM601,Main,14.0,38.0,,,38.0,21.0,10.0,,,,,,,,121
SOM602,Main,4.0,24.0,,,50.0,26.0,13.0,,1.0,,,,,,118
SOM603,Main,3.0,4.0,,,16.0,30.0,31.0,27.0,7.0,,,,,,118
