Degree,Branch,Specialization,Year,Sem,Course Code,Course Name,Course Type,Credits
B.Tech.,Aerospace Engineering,N/A,1,Autumn,AE 103,A historical perspective of Aerospace Engineering,Theory,6
B.Tech.,Aerospace Engineering,N/A,1,Autumn,BB 101,Biology,Theory,6
B.Tech.,Aerospace Engineering,N/A,1,Autumn,CH 105,Organic & Inorganic Chemistry,Theory,4
B.Tech.,Aerospace Engineering,N/A,1,Autumn,CH 107,Physical Chemistry,Theory,4
B.Tech.,Aerospace Engineering,N/A,1,Autumn,CH 117,Chemistry Lab,Lab,3
B.Tech.,Aerospace Engineering,N/A,1,Autumn,CS 101,Computer Programming and Utilization,Theory,6
B.Tech.,Aerospace Engineering,N/A,1,Autumn,GC 101,Gender in the workplace,Non-credit,0
B.Tech.,Aerospace Engineering,N/A,1,Autumn,MA 105,Calculus,Theory,8
B.Tech.,Aerospace Engineering,N/A,1,Autumn,MA 109,Calculus I,Theory,4
B.Tech.,Aerospace Engineering,N/A,1,Autumn,MA 111,Calculus II,Theory,4
B.Tech.,Aerospace Engineering,N/A,1,Autumn,ME 113,Workshop Practice,Lab,4
B.Tech.,Aerospace Engineering,N/A,1,Autumn,MS 101,Makerspace,Lab,8
B.Tech.,Aerospace Engineering,N/A,1,Autumn,NOCS01,NCC/NSS/NSO,Non-credit,0
B.Tech.,Aerospace Engineering,N/A,1,Autumn,PH 107,Quantum Physics and Application,Theory,6
B.Tech.,Aerospace Engineering,N/A,1,Autumn,PH 117,Physics Lab,Lab,3
B.Tech.,Aerospace Engineering,N/A,1,Spring,AE 152,Introduction to Aerospace Engg.,Theory,6
B.Tech.,Aerospace Engineering,N/A,1,Spring,CS 101,Computer Programming and Utilization,Theory,6
B.Tech.,Aerospace Engineering,N/A,1,Spring,MA 110,Linear Algebra and Differential Equations,Theory,8
B.Tech.,Aerospace Engineering,N/A,1,Spring,NOCS02,NCC/NSS/NSO,Non-credit,0
B.Tech.,Aerospace Engineering,N/A,1,Spring,PH 117,Physics Lab,Lab,3
B.Tech.,Aerospace Engineering,N/A,2,Autumn,AE 223,Thermodynamics and Propulsion,Theory,6
B.Tech.,Aerospace Engineering,N/A,2,Autumn,AE 227,Solid Mechanics,Theory,6
B.Tech.,Aerospace Engineering,N/A,2,Autumn,AE 229,Introduction to Aerodynamics and Propulsion Laboratory,Lab,3
B.Tech.,Aerospace Engineering,N/A,2,Autumn,AE 231,Introduction to Aerospace Structures and Control Laboratory,Lab,3
B.Tech.,Aerospace Engineering,N/A,2,Autumn,AE 308,Control Theory,Theory,6
B.Tech.,Aerospace Engineering,N/A,2,Spring,EC 101,Economics,Theory,6
B.Tech.,Aerospace Engineering,N/A,2,Autumn,ES 250,Environmental Studies : Science and Engineering,Non-credit,3
B.Tech.,Aerospace Engineering,N/A,2,Autumn,HS 250,Environmental Studies,Non-credit,3
B.Tech.,Aerospace Engineering,N/A,2,Spring,AE 233,Control Systems Laboratory,Lab,3
B.Tech.,Aerospace Engineering,N/A,2,Spring,AE 238,Aerospace Structural Mechanics,Theory,6
B.Tech.,Aerospace Engineering,N/A,2,Spring,AE 244,Low Speed Aerodynamics,Theory,6
B.Tech.,Aerospace Engineering,N/A,2,Spring,AE 246,Aircraft Structures Laboratory,Lab,3
B.Tech.,Aerospace Engineering,N/A,2,Spring,AE 248,AI and Data Science,Theory,6
B.Tech.,Aerospace Engineering,N/A,2,Autumn,DE 250,Design Thinking for Innovation,Theory,6
B.Tech.,Aerospace Engineering,N/A,2,Spring,PH 111,Introduction to classical Physics,Theory,4
B.Tech.,Aerospace Engineering,N/A,3,Autumn,AE 339,High Speed Aerodynamics,Theory,6
B.Tech.,Aerospace Engineering,N/A,3,Autumn,AE 341,Flight Mechanics of Aircrafts and Spacecrafts,Theory,6
B.Tech.,Aerospace Engineering,N/A,3,Autumn,AE 343,Aerodynamics Laboratory,Lab,3
B.Tech.,Aerospace Engineering,N/A,3,Autumn,AE 344,Aero Propulsion,Theory,6
B.Tech.,Aerospace Engineering,N/A,3,Autumn,AE 345,Aircraft Propulsion Laboratory,Lab,3
B.Tech.,Aerospace Engineering,N/A,3,Spring,AE 332,Aircraft Design,Theory,6
B.Tech.,Chemical Engineering,N/A,1,Autumn,CH 111,Chemistry,Theory,8
B.Tech.,Chemical Engineering,N/A,1,Autumn,CH 117,Chemistry Lab,Lab,3
B.Tech.,Chemical Engineering,N/A,1,Autumn,CS 101,Computer Programming and Utilization,Theory,6
B.Tech.,Chemical Engineering,N/A,1,Autumn,MA 105,Calculus,Theory,8
B.Tech.,Chemical Engineering,N/A,1,Autumn,NOCS01,NCC/NSS/NSO,Non-credit,0
B.Tech.,Chemical Engineering,N/A,1,Autumn,PH 117,Physics Lab,Lab,3
B.Tech.,Chemical Engineering,N/A,1,Spring,CH 117,Chemistry Lab,Lab,3
B.Tech.,Chemical Engineering,N/A,1,Spring,CL 102,Material and Energy Balances,Theory,6
B.Tech.,Chemical Engineering,N/A,1,Spring,MA 110,Linear Algebra and Differential Equations,Theory,8
B.Tech.,Chemical Engineering,N/A,1,Spring,MS 101,Makerspace,Lab,8
B.Tech.,Chemical Engineering,N/A,1,Spring,NOCS02,NCC/NSS/NSO,Non-credit,0
B.Tech.,Chemical Engineering,N/A,1,Spring,PH 110,Introduction to Classical and Quantum Physics,Theory,8
B.Tech.,Chemical Engineering,N/A,2,Autumn,BB 101,Biology,Theory,6
B.Tech.,Chemical Engineering,N/A,2,Autumn,CL 205,AI and Data Science,Theory,6
B.Tech.,Chemical Engineering,N/A,2,Autumn,CL 207,Chemical Engineering Thermodynamics,Theory,6
B.Tech.,Chemical Engineering,N/A,2,Autumn,CL 254,Process Fluid Mechanics,Theory,6
B.Tech.,Chemical Engineering,N/A,2,Autumn,EC 101,Economics,Theory,6
B.Tech.,Chemical Engineering,N/A,2,Autumn,ES 250,Environmental Studies : Science and Engineering,Non-credit,3
B.Tech.,Chemical Engineering,N/A,2,Autumn,HS 250,Environmental Studies,Non-credit,3
B.Tech.,Chemical Engineering,N/A,2,Spring,CL 208,Chemical Reaction Engineering,Theory,6
B.Tech.,Chemical Engineering,N/A,2,Spring,CL 210,Separation Processes,Theory,6
B.Tech.,Chemical Engineering,N/A,2,Spring,CL 232,Chemical Engineering Lab. I,Lab,6
B.Tech.,Chemical Engineering,N/A,2,Spring,CL 238,Introduction to Numerical Analysis,Theory,6
B.Tech.,Chemical Engineering,N/A,2,Spring,CL 242,Fundamentals of Heat and Mass Transfer,Theory,6
B.Tech.,Chemical Engineering,N/A,2,Spring,DE 250,Design Thinking for Innovation,Theory,6
B.Tech.,Chemical Engineering,N/A,3,Autumn,CL 249,Computational Methods Lab,Lab,3
B.Tech.,Chemical Engineering,N/A,3,Autumn,CL 306,Chemical Processes,Theory,6
B.Tech.,Chemical Engineering,N/A,3,Autumn,CL 327,Chemical Process Design I,Theory,6
B.Tech.,Chemical Engineering,N/A,3,Autumn,CL 329,Process Control,Theory,6
B.Tech.,Chemical Engineering,N/A,3,Autumn,CL 333,Chemical Engineering Lab. II,Lab,6
B.Tech.,Chemical Engineering,N/A,3,Spring,CL 203,Introduction to Transport Phenomena,Theory,6
B.Tech.,Chemical Engineering,N/A,3,Spring,CL 331,Chemical Process Design II,Theory,6
B.Tech.,Chemical Engineering,N/A,3,Spring,CL 335,Chemical Engineering Lab. III,Lab,6
B.Tech.,Civil Engineering,N/A,1,Autumn,CE 103,Introduction to Civil Engineering,Theory,6
B.Tech.,Civil Engineering,N/A,1,Autumn,CH 105,Organic & Inorganic Chemistry,Theory,4
B.Tech.,Civil Engineering,N/A,1,Autumn,CH 107,Physical Chemistry,Theory,4
B.Tech.,Civil Engineering,N/A,1,Autumn,CH 111,Chemistry,Theory,8
B.Tech.,Civil Engineering,N/A,1,Autumn,CH 117,Chemistry Lab,Lab,3
B.Tech.,Civil Engineering,N/A,1,Autumn,CS 101,Computer Programming and Utilization,Theory,6
B.Tech.,Civil Engineering,N/A,1,Autumn,MA 105,Calculus,Theory,8
B.Tech.,Civil Engineering,N/A,1,Autumn,MA 109,Calculus I,Theory,4
B.Tech.,Civil Engineering,N/A,1,Autumn,MA 111,Calculus II,Theory,4
B.Tech.,Civil Engineering,N/A,1,Autumn,MS 101,Makerspace,Lab,8
B.Tech.,Civil Engineering,N/A,1,Autumn,NOCS01,NCC/NSS/NSO,Non-credit,0
B.Tech.,Civil Engineering,N/A,1,Autumn,PH 117,Physics Lab,Lab,3
B.Tech.,Civil Engineering,N/A,1,Spring,CE 102,Engineering Mechanics,Theory,6
B.Tech.,Civil Engineering,N/A,1,Spring,CS 101,Computer Programming and Utilization,Theory,6
B.Tech.,Civil Engineering,N/A,1,Spring,MA 110,Linear Algebra and Differential Equations,Theory,8
B.Tech.,Civil Engineering,N/A,1,Spring,NOCS02,NCC/NSS/NSO,Non-credit,0
B.Tech.,Civil Engineering,N/A,1,Spring,PH 117,Physics Lab,Lab,3
B.Tech.,Civil Engineering,N/A,2,Autumn,CE 203,Solid Mechanics,Theory,6
B.Tech.,Civil Engineering,N/A,2,Autumn,CE 207,Hydromechanics,Theory,6
B.Tech.,Civil Engineering,N/A,2,Autumn,CE 209,Building Materials and Construction,Theory,6
B.Tech.,Civil Engineering,N/A,2,Autumn,CE 463,Probabilistic and Statistical Methods in Civil Eng,Theory,6
B.Tech.,Civil Engineering,N/A,2,Autumn,CE 465,Numerical Methods in Civil Engineering,Theory,6
B.Tech.,Civil Engineering,N/A,2,Spring,EC 101,Economics,Theory,6
B.Tech.,Civil Engineering,N/A,2,Spring,CE 219,Solid Mechanics Laboratory,Lab,2
B.Tech.,Civil Engineering,N/A,2,Spring,CE 234,Structural Mechanics,Theory,6
B.Tech.,Civil Engineering,N/A,2,Spring,CE 236,Soil Mechanics,Theory,6
B.Tech.,Civil Engineering,N/A,2,Spring,CE 238,Land Surveying: Theory and Practice,Theory,6
B.Tech.,Civil Engineering,N/A,2,Spring,CE 242,Hydromechanics Laboratory,Lab,2
B.Tech.,Civil Engineering,N/A,2,Spring,CE 244,Transportation Engineering,Theory,6
B.Tech.,Civil Engineering,N/A,2,Autumn,DE 250,Design Thinking for Innovation,Theory,6
B.Tech.,Civil Engineering,N/A,3,Autumn,CE 235,Artificial Intelligence & Data Science,Theory,6
B.Tech.,Civil Engineering,N/A,3,Autumn,CE 240,Soil Mechanics Laboratory,Lab,2
B.Tech.,Civil Engineering,N/A,3,Autumn,CE 333,Foundation Engineering,Theory,6
B.Tech.,Civil Engineering,N/A,3,Autumn,CE 337,Introduction to Structural Design,Theory,6
B.Tech.,Civil Engineering,N/A,3,Autumn,CE 341,Transportation Engineering Laboratory,Lab,2
B.Tech.,Civil Engineering,N/A,3,Autumn,ES 250,Environmental Studies : Science and Engineering,Non-credit,3
B.Tech.,Civil Engineering,N/A,3,Autumn,HS 250,Environmental Studies,Non-credit,3
B.Tech.,Civil Engineering,N/A,3,Spring,CE 343,Water Resources Engineering,Theory,6
B.Tech.,Computer Science and Engineering,N/A,1,Autumn,CH 105,Organic & Inorganic Chemistry,Theory,4
B.Tech.,Computer Science and Engineering,N/A,1,Autumn,CH 107,Physical Chemistry,Theory,4
B.Tech.,Computer Science and Engineering,N/A,1,Autumn,CS 101,Computer Programming and Utilization,Theory,6
B.Tech.,Computer Science and Engineering,N/A,1,Autumn,CS 105,Discrete Structures,Theory,6
B.Tech.,Computer Science and Engineering,N/A,1,Autumn,MA 105,Calculus,Theory,8
B.Tech.,Computer Science and Engineering,N/A,1,Autumn,MA 109,Calculus I,Theory,4
B.Tech.,Computer Science and Engineering,N/A,1,Autumn,MA 111,Calculus II,Theory,4
B.Tech.,Computer Science and Engineering,N/A,1,Autumn,ME 119,Engineering Graphics & Drawing,Lab,5
B.Tech.,Computer Science and Engineering,N/A,1,Autumn,NOCS01,NCC/NSS/NSO,Non-credit,0
B.Tech.,Computer Science and Engineering,N/A,1,Autumn,PH 107,Quantum Physics and Application,Theory,6
B.Tech.,Computer Science and Engineering,N/A,1,Autumn,PH 117,Physics Lab,Lab,3
B.Tech.,Computer Science and Engineering,N/A,1,Spring,BB 101,Biology,Theory,6
B.Tech.,Computer Science and Engineering,N/A,1,Spring,CH 117,Chemistry Lab,Lab,3
B.Tech.,Computer Science and Engineering,N/A,1,Spring,CS 108,Software Systems Lab,Lab,6
B.Tech.,Computer Science and Engineering,N/A,1,Spring,MA 110,Linear Algebra and Differential Equations,Theory,8
B.Tech.,Computer Science and Engineering,N/A,1,Spring,MS 101,Makerspace,Lab,8
B.Tech.,Computer Science and Engineering,N/A,1,Spring,NOCS02,NCC/NSS/NSO,Non-credit,0
B.Tech.,Computer Science and Engineering,N/A,2,Autumn,CS 213,Data Structures and Algorithms,Theory,6
B.Tech.,Computer Science and Engineering,N/A,2,Autumn,CS 215,Data Analysis and Interpretation,Theory,6
B.Tech.,Computer Science and Engineering,N/A,2,Autumn,CS 228,Logic for Computer Science,Theory,6
B.Tech.,Computer Science and Engineering,N/A,2,Autumn,CS 230,Digital Logic Design and Computer Architecture,Theory,6
B.Tech.,Computer Science and Engineering,N/A,2,Autumn,CS 231,Digital Logic and Computer Architecture Lab,Lab,3
B.Tech.,Computer Science and Engineering,N/A,2,Autumn,CS 293,Data Structures and Algorithms Lab,Lab,3
B.Tech.,Computer Science and Engineering,N/A,2,Spring,EC 101,Economics,Theory,6
B.Tech.,Computer Science and Engineering,N/A,2,Spring,CS 217,Artificial Intelligence and Machine Learning,Theory,6
B.Tech.,Computer Science and Engineering,N/A,2,Spring,CS 218,Design and Analysis of Algorithms,Theory,6
B.Tech.,Computer Science and Engineering,N/A,2,Spring,CS 219,Operating Systems,Theory,6
B.Tech.,Computer Science and Engineering,N/A,2,Spring,CS 236,Operating Systems Lab,Lab,3
B.Tech.,Computer Science and Engineering,N/A,2,Spring,CS 240,Artificial Intelligence and Machine Learning (Lab),Lab,3
B.Tech.,Computer Science and Engineering,N/A,2,Autumn,DE 250,Design Thinking for Innovation,Theory,6
B.Tech.,Computer Science and Engineering,N/A,2,Spring,ES 250,Environmental Studies : Science and Engineering,Non-credit,3
B.Tech.,Computer Science and Engineering,N/A,2,Spring,HS 250,Environmental Studies,Non-credit,3
B.Tech.,Computer Science and Engineering,N/A,3,Autumn,CS 310,Automata Theory,Theory,6
B.Tech.,Computer Science and Engineering,N/A,3,Autumn,CS 339,Abstractions and Paradigms for Programming,Theory,6
B.Tech.,Computer Science and Engineering,N/A,3,Autumn,CS 348,Computer Networks,Theory,6
B.Tech.,Computer Science and Engineering,N/A,3,Autumn,CS 355,Programming Paradigms Laboratory,Lab,3
B.Tech.,Computer Science and Engineering,N/A,3,Autumn,CS 378,Computer Networks Lab,Lab,3
B.Tech.,Computer Science and Engineering,N/A,3,Spring,CS 306,Implementation of Programming Languages Laboratory,Lab,3
B.Tech.,Computer Science and Engineering,N/A,3,Spring,CS 317,Database and Information Systems,Theory,6
B.Tech.,Computer Science and Engineering,N/A,3,Spring,CS 320,Implementation of Programming Languages,Theory,6
B.Tech.,Computer Science and Engineering,N/A,3,Spring,CS 349,Database and Information Systems Lab,Lab,3
B.Tech.,Electrical Engineering,N/A,1,Autumn,CH 117,Chemistry Lab,Lab,3
B.Tech.,Electrical Engineering,N/A,1,Autumn,CS 101,Computer Programming and Utilization,Theory,6
B.Tech.,Electrical Engineering,N/A,1,Autumn,EE 103,Introduction to Electrical Engineering,Theory,6
B.Tech.,Electrical Engineering,N/A,1,Autumn,EE 113,Introduction to Electrical Engineering Practice,Theory,6
B.Tech.,Electrical Engineering,N/A,1,Autumn,MA 105,Calculus,Theory,8
B.Tech.,Electrical Engineering,N/A,1,Autumn,MA 109,Calculus I,Theory,4
B.Tech.,Electrical Engineering,N/A,1,Autumn,MA 111,Calculus II,Theory,4
B.Tech.,Electrical Engineering,N/A,1,Autumn,MS 101,Makerspace,Lab,8
B.Tech.,Electrical Engineering,N/A,1,Autumn,NOCS01,NCC/NSS/NSO,Non-credit,0
B.Tech.,Electrical Engineering,N/A,1,Autumn,PH 107,Quantum Physics and Application,Theory,6
B.Tech.,Electrical Engineering,N/A,1,Autumn,PH 117,Physics Lab,Lab,3
B.Tech.,Electrical Engineering,N/A,1,Spring,CH 117,Chemistry Lab,Lab,3
B.Tech.,Electrical Engineering,N/A,1,Spring,EE 114,Power Engineering - I,Theory,6
B.Tech.,Electrical Engineering,N/A,1,Spring,MA 110,Linear Algebra and Differential Equations,Theory,8
B.Tech.,Electrical Engineering,N/A,1,Spring,MS 101,Makerspace,Lab,8
B.Tech.,Electrical Engineering,N/A,1,Spring,NOCS02,NCC/NSS/NSO,Non-credit,0
B.Tech.,Electrical Engineering,N/A,1,Spring,PH 110,Introduction to Classical and Quantum Physics,Theory,8
B.Tech.,Electrical Engineering,N/A,2,Autumn,EC 101,Economics,Theory,6
B.Tech.,Electrical Engineering,N/A,2,Autumn,EE 204,Analog Circuits,Theory,6
B.Tech.,Electrical Engineering,N/A,2,Autumn,EE 214,Digital Circuits Lab,Lab,3
B.Tech.,Electrical Engineering,N/A,2,Autumn,EE 224,Digital Systems,Theory,6
B.Tech.,Electrical Engineering,N/A,2,Autumn,EE 229,Signal Processing – I,Theory,6
B.Tech.,Electrical Engineering,N/A,2,Autumn,EE 240,Power Engineering Lab,Lab,3
B.Tech.,Electrical Engineering,N/A,2,Autumn,EE 325,Probability and Random Processes,Theory,6
B.Tech.,Electrical Engineering,N/A,2,Spring,DE 250,Design Thinking for Innovation,Theory,6
B.Tech.,Electrical Engineering,N/A,2,Spring,EE 207,Electronic Devices & Circuits,Theory,6
B.Tech.,Electrical Engineering,N/A,2,Spring,EE 230,Analog Lab,Lab,3
B.Tech.,Electrical Engineering,N/A,2,Spring,EE 238,Power Engineering - II,Theory,6
B.Tech.,Electrical Engineering,N/A,2,Spring,EE 302,Control Systems,Theory,6
B.Tech.,Electrical Engineering,N/A,2,Spring,EE 309,Microprocessors,Theory,6
B.Tech.,Electrical Engineering,N/A,2,Spring,EE 337,Microprocessors Laboratory,Lab,3
B.Tech.,Electrical Engineering,N/A,3,Autumn,EE 236,Electronic Devices Lab,Lab,3
B.Tech.,Electrical Engineering,N/A,3,Autumn,EE 301,Electromagnetic Waves,Theory,6
B.Tech.,Electrical Engineering,N/A,3,Autumn,EE 324,Control Systems Lab,Lab,3
B.Tech.,Electrical Engineering,N/A,3,Autumn,EE 340,Communications Lab,Lab,3
B.Tech.,Electrical Engineering,N/A,3,Autumn,EE 341,Communication Systems - I,Theory,6
B.Tech.,Electrical Engineering,N/A,3,Autumn,EE 353,Introduction to Data Science and Machine Learning,Theory,6
B.Tech.,Electrical Engineering,N/A,3,Spring,EE 344,Electronic Design Lab,Lab,6
B.Tech.,Electrical Engineering,N/A,3,Spring,EE 350,Technical Communication,Theory,6
B.Tech.,Energy Science and Engineering,N/A,1,Autumn,CH 105,Organic & Inorganic Chemistry,Theory,4
B.Tech.,Energy Science and Engineering,N/A,1,Autumn,CH 107,Physical Chemistry,Theory,4
B.Tech.,Energy Science and Engineering,N/A,1,Autumn,CH 111,Chemistry,Theory,8
B.Tech.,Energy Science and Engineering,N/A,1,Autumn,CH 117,Chemistry Lab,Lab,3
B.Tech.,Energy Science and Engineering,N/A,1,Autumn,CS 101,Computer Programming and Utilization,Theory,6
B.Tech.,Energy Science and Engineering,N/A,1,Autumn,EN 101,Introduction to Energy,Theory,6
B.Tech.,Energy Science and Engineering,N/A,1,Autumn,EN 110,Energy Engineering Fundamentals,Theory,6
B.Tech.,Energy Science and Engineering,N/A,1,Autumn,MA 105,Calculus,Theory,8
B.Tech.,Energy Science and Engineering,N/A,1,Autumn,MA 109,Calculus I,Theory,4
B.Tech.,Energy Science and Engineering,N/A,1,Autumn,MA 111,Calculus II,Theory,4
B.Tech.,Energy Science and Engineering,N/A,1,Autumn,MS 101,Makerspace,Lab,8
B.Tech.,Energy Science and Engineering,N/A,1,Autumn,NOCS01,NCC/NSS/NSO,Non-credit,0
B.Tech.,Energy Science and Engineering,N/A,1,Autumn,PH 117,Physics Lab,Lab,3
B.Tech.,Energy Science and Engineering,N/A,1,Spring,CS 101,Computer Programming and Utilization,Theory,6
B.Tech.,Energy Science and Engineering,N/A,1,Spring,MA 110,Linear Algebra and Differential Equations,Theory,8
B.Tech.,Energy Science and Engineering,N/A,1,Spring,NOCS02,NCC/NSS/NSO,Non-credit,0
B.Tech.,Energy Science and Engineering,N/A,1,Spring,PH 110,Introduction to Classical and Quantum Physics,Theory,8
B.Tech.,Energy Science and Engineering,N/A,1,Spring,PH 117,Physics Lab,Lab,3
B.Tech.,Energy Science and Engineering,N/A,2,Spring,EC 101,Economics,Theory,6
B.Tech.,Energy Science and Engineering,N/A,2,Autumn,EN 203,Thermodynamics and Energy Conversion,Theory,6
B.Tech.,Energy Science and Engineering,N/A,2,Autumn,EN 204,Material Science for Energy Applications,Theory,6
B.Tech.,Energy Science and Engineering,N/A,2,Autumn,EN 213,Electrical Networks and Machines,Theory,6
B.Tech.,Energy Science and Engineering,N/A,2,Autumn,ES 250,Environmental Studies : Science and Engineering,Non-credit,3
B.Tech.,Energy Science and Engineering,N/A,2,Autumn,HS 250,Environmental Studies,Non-credit,3
B.Tech.,Energy Science and Engineering,N/A,2,Autumn,DE 250,Design Thinking for Innovation,Theory,6
B.Tech.,Energy Science and Engineering,N/A,2,Spring,EN 220,Reactions for Energy,Theory,6
B.Tech.,Energy Science and Engineering,N/A,2,Spring,EN 222,Fluid Mechanics and Heat Transfer,Theory,6
B.Tech.,Energy Science and Engineering,N/A,2,Spring,EN 224,Electrical Networks and Machines Lab,Lab,3
B.Tech.,Energy Science and Engineering,N/A,2,Spring,EN 226,Energy Conversion Lab,Lab,3
B.Tech.,Energy Science and Engineering,N/A,2,Spring,EN 313,Power Electronics,Theory,6
B.Tech.,Energy Science and Engineering,N/A,3,Autumn,EN 309,Thermal & Fluid Engineering Lab,Lab,3
B.Tech.,Energy Science and Engineering,N/A,3,Autumn,EN 323,Renewable Energy Generation and Storage,Theory,6
B.Tech.,Energy Science and Engineering,N/A,3,Autumn,EN 325,Dynamics and Control,Theory,6
B.Tech.,Energy Science and Engineering,N/A,3,Autumn,EN 327,Power Electronics and Instrumentation Lab,Lab,3
B.Tech.,Energy Science and Engineering,N/A,3,Autumn,EN 401,Energy Systems modelling and analysis,Theory,6
B.Tech.,Energy Science and Engineering,N/A,3,Spring,EN 304,Electrical Energy Systems,Theory,6
B.Tech.,Energy Science and Engineering,N/A,3,Spring,EN 316,Renewable Energy Lab,Lab,3
B.Tech.,Energy Science and Engineering,N/A,3,Spring,EN 318,Energy Systems Design Lab,Lab,3
B.Tech.,Energy Science and Engineering,N/A,3,Spring,EN 410,Energy Management,Theory,6
B.Tech.,Engineering Physics,N/A,1,Autumn,BB 101,Biology,Theory,6
B.Tech.,Engineering Physics,N/A,1,Autumn,CH 105,Organic & Inorganic Chemistry,Theory,4
B.Tech.,Engineering Physics,N/A,1,Autumn,CH 107,Physical Chemistry,Theory,4
B.Tech.,Engineering Physics,N/A,1,Autumn,CH 117,Chemistry Lab,Lab,3
B.Tech.,Engineering Physics,N/A,1,Autumn,CS 101,Computer Programming and Utilization,Theory,6
B.Tech.,Engineering Physics,N/A,1,Autumn,MA 105,Calculus,Theory,8
B.Tech.,Engineering Physics,N/A,1,Autumn,MA 109,Calculus I,Theory,4
B.Tech.,Engineering Physics,N/A,1,Autumn,MA 111,Calculus II,Theory,4
B.Tech.,Engineering Physics,N/A,1,Autumn,ME 119,Engineering Graphics & Drawing,Lab,5
B.Tech.,Engineering Physics,N/A,1,Autumn,MS 101,Makerspace,Lab,8
B.Tech.,Engineering Physics,N/A,1,Autumn,NOCS01,NCC/NSS/NSO,Non-credit,0
B.Tech.,Engineering Physics,N/A,1,Autumn,PH 107,Quantum Physics and Application,Theory,6
B.Tech.,Engineering Physics,N/A,1,Autumn,PH 109,Fundamental Themes in Physics,Theory,6
B.Tech.,Engineering Physics,N/A,1,Autumn,PH 117,Physics Lab,Lab,3
B.Tech.,Engineering Physics,N/A,1,Spring,CS 101,Computer Programming and Utilization,Theory,6
B.Tech.,Engineering Physics,N/A,1,Spring,MA 110,Linear Algebra and Differential Equations,Theory,8
B.Tech.,Engineering Physics,N/A,1,Spring,NOCS02,NCC/NSS/NSO,Non-credit,0
B.Tech.,Engineering Physics,N/A,1,Spring,PH 110,Introduction to Classical and Quantum Physics,Theory,8
B.Tech.,Engineering Physics,N/A,1,Spring,PH 117,Physics Lab,Lab,3
B.Tech.,Engineering Physics,N/A,2,Autumn,EC 101,Economics,Theory,6
B.Tech.,Engineering Physics,N/A,2,Autumn,PH 113,Oscillations and Waves,Theory,3
B.Tech.,Engineering Physics,N/A,2,Autumn,PH 114,Thermal Physics,Theory,3
B.Tech.,Engineering Physics,N/A,2,Autumn,PH 217,Classical Mechanics,Theory,6
B.Tech.,Engineering Physics,N/A,2,Autumn,PH 221,Analog Electronics,Theory,6
B.Tech.,Engineering Physics,N/A,2,Autumn,PH 223,Complex Analysis and Integral Transforms,Theory,6
B.Tech.,Engineering Physics,N/A,2,Autumn,PH 227,AI and Data Science,Theory,6
B.Tech.,Engineering Physics,N/A,2,Spring,DE 250,Design Thinking for Innovation,Theory,6
B.Tech.,Engineering Physics,N/A,2,Spring,PH 216,Statistical Physics,Theory,6
B.Tech.,Engineering Physics,N/A,2,Spring,PH 222,Digital Electronics and Microprocessors,Theory,6
B.Tech.,Engineering Physics,N/A,2,Spring,PH 225,Quantum Mechanics I,Theory,6
B.Tech.,Engineering Physics,N/A,2,Spring,PH 232,Physics Laboratory I (General Physics Lab),Lab,3
B.Tech.,Engineering Physics,N/A,2,Spring,PH 312,Electromagnetic Theory,Theory,8
B.Tech.,Engineering Physics,N/A,3,Autumn,ES 250,Environmental Studies : Science and Engineering,Non-credit,3
B.Tech.,Engineering Physics,N/A,3,Autumn,HS 250,Environmental Studies,Non-credit,3
B.Tech.,Engineering Physics,N/A,3,Autumn,PH 307,Introduction to Numerical Analysis,Theory,6
B.Tech.,Engineering Physics,N/A,3,Autumn,PH 309,Quantum Mechanics II,Theory,8
B.Tech.,Engineering Physics,N/A,3,Autumn,PH 436,Introduction to Condensed Matter Physics,Theory,6
B.Tech.,Engineering Physics,N/A,3,Autumn,PH 446,Physics Laboratory (Solid state and Nuclear Physics),Lab,3
B.Tech.,Engineering Physics,N/A,3,Spring,PH 314,Molecular Spectroscopy and Optical Physics,Theory,8
B.Tech.,Engineering Physics,N/A,3,Spring,PH 447,Physics Lab (Optics and Spectroscopy),Lab,3
B.Tech.,Environmental Science and Engineering,N/A,1,Autumn,CH 111,Chemistry,Theory,8
B.Tech.,Environmental Science and Engineering,N/A,1,Autumn,CH 117,Chemistry Lab,Lab,3
B.Tech.,Environmental Science and Engineering,N/A,1,Autumn,ES 101,Introduction to Environmental Science & Engineering,Theory,6
B.Tech.,Environmental Science and Engineering,N/A,1,Autumn,MA 105,Calculus,Theory,8
B.Tech.,Environmental Science and Engineering,N/A,1,Autumn,MS 101,Makerspace,Lab,8
B.Tech.,Environmental Science and Engineering,N/A,1,Autumn,NOCS01,NCC/NSS/NSO,Non-credit,0
B.Tech.,Environmental Science and Engineering,N/A,1,Spring,CS 101,Computer Programming and Utilization,Theory,6
B.Tech.,Environmental Science and Engineering,N/A,1,Spring,ES 204,Environmental Chemistry,Theory,6
B.Tech.,Environmental Science and Engineering,N/A,1,Spring,MA 110,Linear Algebra and Differential Equations,Theory,8
B.Tech.,Environmental Science and Engineering,N/A,1,Spring,NOCS02,NCC/NSS/NSO,Non-credit,0
B.Tech.,Environmental Science and Engineering,N/A,1,Spring,PH 117,Physics Lab,Lab,3
B.Tech.,Environmental Science and Engineering,N/A,2,Autumn,EC 101,Economics,Theory,6
