Course Code,Division,AA,AB,AP,AU,BB,BC,CC,CD,DD,FF,FR,II,NP,PP,Total
AE 152,Main,5.0,12.0,,,19.0,17.0,13.0,8.0,1.0,5.0,1.0,,,,81
AE 153,M,,,,,,,1.0,,,,,,,,1
AE 219,Main,5.0,3.0,,,4.0,2.0,,,,,,1.0,,,15
AE 233,Main,8.0,14.0,,,21.0,18.0,14.0,3.0,1.0,,,,,,79
AE 238,Main,6.0,19.0,,,17.0,15.0,11.0,9.0,3.0,5.0,4.0,,,,89
AE 238,M,,,,,1.0,,,,,,,,,,1
AE 240,Main,,,,,1.0,,1.0,,1.0,,4.0,,,,7
AE 244,Main,10.0,15.0,1.0,,20.0,17.0,9.0,5.0,3.0,3.0,4.0,,,,87
AE 244,M,,,,,,,,1.0,1.0,1.0,,,,,3
AE 246,Main,64.0,10.0,,,5.0,,,,1.0,,1.0,,,,81
AE 248,Main,9.0,17.0,,1.0,17.0,20.0,16.0,5.0,6.0,,7.0,,,,98
AE 305,Main,,,,,,,1.0,,2.0,,3.0,,,,6
AE 312,Main,,,,,,,,,1.0,,1.0,,,,2
AE 314,Main,1.0,2.0,,,,1.0,,1.0,,,,1.0,,,6
AE 330,Main,,,,,,,,,,,2.0,,,,2
AE 332,Main,3.0,11.0,,,19.0,27.0,7.0,3.0,3.0,,3.0,,,,76
AE 332,M,2.0,1.0,,,,2.0,1.0,,,,,,,,6
AE 419,Main,4.0,1.0,,,2.0,1.0,,,,,,3.0,,,11
AE 427,Main,,,,,,,2.0,1.0,,,,,,,3
AE 454,Main,1.0,,,,,,,,,,,,,,1
AE 493,Main,8.0,,,,1.0,,,,,,,,,,9
AE 494,Main,6.0,4.0,,,2.0,1.0,,2.0,,,1.0,,,,16
AE 501,Main,2.0,3.0,,,3.0,3.0,1.0,,,,1.0,,,,13
AE 607,Main,,4.0,,,10.0,3.0,,,,,,,,,17
AE6103,Main,4.0,8.0,,,8.0,8.0,3.0,5.0,,7.0,4.0,,,,47
AE6104,Main,3.0,2.0,,,,1.0,,1.0,,,,,,,7
AE 611,Main,2.0,12.0,,,6.0,2.0,,,,,,,,,22
AE 622,Main,6.0,10.0,,,13.0,5.0,5.0,1.0,,,1.0,,,,41
AE 650,Main,2.0,1.0,,,2.0,,,,,,1.0,,,,6
AE 651,Main,,8.0,,,7.0,14.0,7.0,5.0,7.0,,9.0,,,,57
AE 653,Main,4.0,1.0,,1.0,2.0,1.0,3.0,2.0,3.0,,1.0,,,,18
AE 656,Main,2.0,1.0,,1.0,4.0,1.0,3.0,8.0,5.0,,4.0,,,,30
AE 666,Main,6.0,5.0,,1.0,9.0,15.0,14.0,19.0,11.0,,8.0,,,,88
AE 666,M,,,,,,1.0,,,,,,,,,1
AE 673,Main,5.0,21.0,,,19.0,13.0,,,,,1.0,,,,59
AE 678,Main,3.0,5.0,,,8.0,10.0,3.0,2.0,3.0,,1.0,,,,35
AE 684,Main,2.0,1.0,,,2.0,1.0,4.0,4.0,,,,,,,14
AE 685,Main,5.0,5.0,,,3.0,3.0,1.0,,,,,,,,17
AE 686,Main,6.0,5.0,,,6.0,5.0,7.0,8.0,6.0,,4.0,,,,47
AE 694,Main,25.0,19.0,,,10.0,5.0,2.0,1.0,,,,1.0,,,63
AE 699,Main,,4.0,,,5.0,1.0,1.0,,,,,,,,11
AE 705,Main,3.0,1.0,,,3.0,3.0,5.0,4.0,8.0,,,,,,27
AE 706,Main,3.0,11.0,,,6.0,2.0,2.0,2.0,2.0,2.0,,,,,30
AE 708,Main,,6.0,,,4.0,5.0,7.0,3.0,,,,,,,25
AE 713,Main,,,,,,2.0,2.0,3.0,,,1.0,,,,8
AE 714,Main,4.0,8.0,,,7.0,4.0,8.0,2.0,,,,,,,33
AE 714,M,,,,,1.0,,,,,,,,,,1
AE 717,Main,1.0,,,,4.0,7.0,9.0,3.0,4.0,,5.0,,,,33
AE 777,Main,1.0,2.0,,,1.0,,1.0,,,,,,,,5
AE 780,Main,1.0,4.0,,,2.0,2.0,2.0,2.0,,,,,,,13
AE 899,Main,,,,,,,,,,,,1.0,,71.0,72
AES801,Main,4.0,4.0,,,,,1.0,,,,,,,,9
BB 101,D3,40.0,61.0,3.0,,27.0,23.0,11.0,20.0,12.0,5.0,5.0,,,,207
BB 400,Main,3.0,1.0,,,4.0,3.0,2.0,,13.0,,,,,,26
BB 400,M,1.0,,,,,,2.0,,,,,,,,3
BB 411,Main,2.0,8.0,,,7.0,7.0,1.0,1.0,,,,,,,26
BB 411,M,1.0,3.0,,,1.0,2.0,,,,,,,,,7
BB 412,Main,11.0,9.0,,,9.0,4.0,1.0,,,,,,,,34
BB 427,Main,2.0,5.0,,1.0,1.0,1.0,,1.0,,,,,,,12
BB 427,M,,,,,1.0,,,,,,,,,,1
BB 503,Main,5.0,8.0,,1.0,3.0,1.0,,,,,,,,,18
BB 503,M,,,,,2.0,1.0,,,,,,,,,3
BB 520,Main,8.0,7.0,,,12.0,7.0,2.0,1.0,1.0,,,,,,38
BB 522,Main,7.0,8.0,,,9.0,9.0,,,2.0,,,,,,35
BB 524,Main,1.0,3.0,,,5.0,11.0,5.0,5.0,2.0,,1.0,,,,33
BB 526,Main,2.0,13.0,,,10.0,6.0,2.0,2.0,,,2.0,,,,37
BB 528,Main,9.0,13.0,,,7.0,2.0,1.0,1.0,,,,,,,33
BB 536,Main,3.0,5.0,,,4.0,1.0,,,,,,,,,13
BB 536,M,,,,,,,1.0,,,,,,,,1
BB 592,Main,25.0,6.0,,,2.0,,,,,,,1.0,,,34
BB 602,Main,15.0,5.0,,,1.0,,,,,,,,,,21
BB 606,Main,5.0,7.0,,1.0,5.0,6.0,3.0,4.0,,,,,,,31
BB 610,Main,57.0,49.0,,,32.0,22.0,7.0,1.0,,,,,,,168
BB 610,M,11.0,11.0,,,7.0,1.0,,,,,,,,,30
BB 611,Main,2.0,1.0,,1.0,2.0,1.0,,,,,,,,,7
BB 612,Main,,3.0,,,,1.0,1.0,,,,,,,,5
BB 618,Main,2.0,1.0,,1.0,5.0,8.0,7.0,5.0,4.0,,2.0,,,,35
BB 618,M,1.0,,,,,,,,,,,,,,1
BB 621,Main,6.0,6.0,,,5.0,8.0,6.0,1.0,3.0,,,,,,35
BB 623,Main,5.0,6.0,,,2.0,,,,,,,,,,13
BB 624,Main,7.0,16.0,,,13.0,1.0,1.0,1.0,,,1.0,1.0,,,41
BB 624,M,1.0,,,,,,,,,,,,,,1
BB 625,Main,3.0,2.0,,,2.0,4.0,1.0,,,,,,,,12
BB 625,M,,,,,2.0,,,,,,,,,,2
BB 626,Main,8.0,8.0,,4.0,5.0,5.0,4.0,6.0,,,2.0,,,,42
BB 626,M,,1.0,,,,,,,,,,,,,1
BB 628,Main,1.0,13.0,,1.0,8.0,3.0,,,,,1.0,,,,27
BB 642,Main,3.0,1.0,,1.0,,,,,2.0,,,1.0,,,8
BB 648,Main,13.0,12.0,,,2.0,,1.0,,1.0,,2.0,,,,31
BB 655,Main,1.0,5.0,,,6.0,2.0,12.0,4.0,10.0,,25.0,,,,65
BB 657,Main,3.0,,,,2.0,4.0,,2.0,,,,2.0,,,13
BB 667,Main,12.0,16.0,,,8.0,4.0,,,,,1.0,,,,41
BB 668,Main,11.0,5.0,,,2.0,1.0,,,,,1.0,,,,20
BB 694,Main,19.0,6.0,,,5.0,,1.0,,,,,,,,31
BB 701,Main,7.0,6.0,,,1.0,,,,,,,,,,14
BBS802,Main,5.0,5.0,,,3.0,1.0,,,,,,,,,14
CE 102,S1,14.0,30.0,1.0,,16.0,7.0,5.0,8.0,8.0,10.0,,,,,99
CE 102,S2,8.0,11.0,,,20.0,13.0,12.0,7.0,4.0,6.0,,,,,81
CE 219,S1,20.0,41.0,,,18.0,5.0,,2.0,1.0,,,,,,87
CE 219,S2,31.0,42.0,,,7.0,1.0,,,,,,,,,81
CE 234,S1,3.0,6.0,,,9.0,15.0,16.0,10.0,19.0,,12.0,,,,90
CE 234,S2,10.0,24.0,1.0,,15.0,14.0,4.0,1.0,8.0,,1.0,,,,78
CE 236,S1,9.0,15.0,1.0,,10.0,11.0,6.0,2.0,4.0,,1.0,,,,59
CE 236,S2,5.0,7.0,1.0,,6.0,16.0,7.0,7.0,,,5.0,1.0,,,55
CE 236,S3,9.0,10.0,,,9.0,8.0,9.0,2.0,4.0,,4.0,1.0,,,56
CE 238,Main,14.0,11.0,1.0,,16.0,48.0,37.0,27.0,28.0,,6.0,6.0,,,194
CE 242,S1,14.0,38.0,,,24.0,5.0,3.0,1.0,1.0,,,,,,86
CE 242,S2,13.0,37.0,,,23.0,8.0,1.0,1.0,,,,,,,83
CE 244,S1,16.0,24.0,2.0,,15.0,13.0,9.0,6.0,2.0,,5.0,,,,92
CE 244,S2,6.0,8.0,,,18.0,25.0,16.0,9.0,9.0,,4.0,,,,95
CE 324,Main,23.0,7.0,,,20.0,13.0,15.0,2.0,3.0,,5.0,,,,88
CE 325,Main,,,,,1.0,,,,,,,,,,1
CE 329,Main,,,,,,,1.0,,,,,,,,1
CE 343,S1,14.0,18.0,,,10.0,10.0,9.0,5.0,6.0,,2.0,,,,74
CE 343,S2,7.0,8.0,,,8.0,21.0,14.0,9.0,4.0,,4.0,,,,75
CE3618,Main,3.0,3.0,,,4.0,5.0,6.0,6.0,2.0,,3.0,3.0,,,35
CE 402,Main,,,,,,,,,,,,2.0,,,2
CE 420,Main,12.0,10.0,,,7.0,11.0,11.0,7.0,3.0,,5.0,4.0,,,70
CE 448,Main,3.0,3.0,,,6.0,11.0,2.0,3.0,1.0,,2.0,2.0,,,33
CE 462,Main,3.0,2.0,,,3.0,3.0,7.0,6.0,10.0,,5.0,8.0,,,47
CE 465,Main,1.0,,,,2.0,2.0,3.0,,2.0,,1.0,,,,11
CE 465,S1,5.0,10.0,,,21.0,13.0,6.0,3.0,3.0,,4.0,,,,65
CE 465,S2,3.0,3.0,1.0,,10.0,16.0,8.0,13.0,12.0,,1.0,1.0,,,68
CE 488,Main,4.0,2.0,,,6.0,,,,,,2.0,,,,14
CE 495,Main,27.0,8.0,,,,4.0,,,,,,5.0,,,44
CE 607,Main,2.0,5.0,,,3.0,1.0,,,,,,,,,11
CE 608,Main,6.0,3.0,1.0,,13.0,10.0,12.0,10.0,8.0,,,3.0,,,66
CE 610,Main,10.0,3.0,,,4.0,2.0,2.0,1.0,,,5.0,,,,27
CE6102,Main,12.0,10.0,,,24.0,11.0,2.0,3.0,6.0,,4.0,,,,72
CE6104,Main,6.0,5.0,,1.0,7.0,12.0,5.0,5.0,2.0,,4.0,,,,47
CE 620,Main,9.0,7.0,,,6.0,4.0,8.0,3.0,7.0,,,,,,44
CE 629,Main,2.0,,,,3.0,,,,,,,,,,5
CE 645,Main,1.0,3.0,,,2.0,2.0,2.0,1.0,,,,,,,11
CE 651,Main,4.0,7.0,,,2.0,1.0,1.0,,,,1.0,,,,16
CE 654,Main,6.0,9.0,,,3.0,,,,,,,,,,18
CE 658,Main,3.0,6.0,,,2.0,,2.0,,3.0,,,,,,16
CE 659,Main,,,,,,,1.0,,,,,,,,1
CE 660,Main,4.0,15.0,,,12.0,5.0,4.0,3.0,3.0,,1.0,,,,47
CE 676,Main,1.0,3.0,,,4.0,4.0,2.0,3.0,,,,,,,17
CE 677,Main,6.0,4.0,,4.0,5.0,,,,,,,,,,19
CE 684,Main,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,6
CE 694,Main,29.0,23.0,,,22.0,4.0,2.0,,,,,4.0,,,84
CE 699,Main,5.0,5.0,,,1.0,,,,,,1.0,,,,12
CE 707,Main,9.0,10.0,,,17.0,15.0,3.0,5.0,2.0,,2.0,,,,63
CE 708,Main,3.0,1.0,,,6.0,4.0,8.0,4.0,,,,1.0,,,27
CE 719,Main,4.0,6.0,,2.0,14.0,4.0,3.0,,,,,,,,33
CE 722,Main,11.0,12.0,,2.0,3.0,,1.0,,,,,,,,29
CE 743,Main,5.0,2.0,,1.0,2.0,2.0,3.0,2.0,,,3.0,,,,20
CE 745,Main,4.0,9.0,,2.0,8.0,4.0,,,,,2.0,,,,29
CE 749,Main,2.0,,,,1.0,,2.0,1.0,,,,,,,6
CE 757,Main,2.0,1.0,,3.0,2.0,2.0,1.0,,,,,,,,11
CE 761,Main,4.0,4.0,,,,1.0,,4.0,1.0,,,2.0,,,16
CE 764,Main,6.0,4.0,,1.0,6.0,3.0,2.0,1.0,,,1.0,,,,24
CE 773,Main,5.0,4.0,,,,,,,1.0,,3.0,,,,13
CE 774,Main,17.0,10.0,,,9.0,6.0,6.0,1.0,,,2.0,,,,51
CE 776,Main,32.0,54.0,,,49.0,14.0,11.0,11.0,4.0,,4.0,,,,179
CE 778,Main,4.0,8.0,,,9.0,4.0,2.0,5.0,5.0,,5.0,1.0,,,43
CE 780,Main,4.0,4.0,,,3.0,2.0,,,,,1.0,,,,14
CE 781,Main,1.0,5.0,,,3.0,3.0,,,,,1.0,,,,13
CE 899,Main,,,,,,,,,,,,,4.0,36.0,40
CES801,Main,8.0,3.0,,,2.0,2.0,1.0,,,,,1.0,,,17
CH 110,Main,5.0,4.0,,,7.0,6.0,6.0,2.0,,1.0,,1.0,,,32
CH 117,P13,70.0,12.0,3.0,,3.0,,1.0,,,,,,,,89
CH 117,P14,68.0,20.0,,,,,,,,,,,,,88
CH 117,P15,67.0,16.0,1.0,,4.0,,,,,1.0,,,,,89
