Degree,Branch,Specialization,Type,Course Code,Remarks
B.Tech.,Aerospace Engineering,N/A,Minor,AE 153,AE 153 is compulsory
B.Tech.,Aerospace Engineering,N/A,Minor,AE 223,AE 153 is compulsory
B.Tech.,Aerospace Engineering,N/A,Minor,AE 227,AE 153 is compulsory
B.Tech.,Aerospace Engineering,N/A,Minor,AE 308,AE 153 is compulsory
B.Tech.,Aerospace Engineering,N/A,Minor,AE 339,AE 153 is compulsory
B.Tech.,Aerospace Engineering,N/A,Minor,AE 341,AE 153 is compulsory
B.Tech.,Aerospace Engineering,N/A,Minor,AE 344,AE 153 is compulsory
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 400,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 405,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 411,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 427,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 603,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 610,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 612,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 616,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 618,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 655,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 625,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 600,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 633,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 638,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 681,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 670,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 663,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 521,
B.Tech.,Biosciences and Bioengineering,N/A,Minor,BB 553,
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 506,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 502,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 501,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 621,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 622,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 618,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 614,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 613,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 616,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 615,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 611,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 609,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 605,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 601,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 663,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 643,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 692,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 683,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 684,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 708,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 702,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 704,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 716,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 712,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,IE 804,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,SC 403,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,SC 640,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,SC 643,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,SC 646,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,SC 631,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,SC 634,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,SC 635,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,SC 639,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,SC 629,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,SC 612,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,SC 652,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,SC 607,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 717,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 709,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 794,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 791,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 781,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 775,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 772,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 763,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 768,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 767,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 769,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 753,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 754,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 740,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 749,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 748,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 747,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 730,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 736,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 728,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 729,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
B.Tech.,Centre for Machine Intelligence and Data Science,N/A,Elective,CS 726,Non-CS and Non-IEOR students must complete 3 courses from the Minor Electives group for a minimum total of 18 credits. CS students must complete 4 to 5 elective courses from this group. IEOR students must complete 5 elective courses from this group.
